function,dimension,p_sigma_mode,generator,seed,p_sigma_seed,best_f,evaluations,reached_target
sphere,2,zero,pcg64,1,2000004,5.557567198284204e-09,343,True
sphere,2,zero,pcg64,2,2000005,6.7487603817476984e-09,259,True
sphere,2,zero,pcg64,3,2000006,7.124105458877113e-09,289,True
sphere,2,zero,pcg64,4,2000007,3.4520311297428105e-09,289,True
sphere,2,zero,pcg64,5,2000008,4.1534028364712256e-09,247,True
sphere,2,zero,pcg64,6,2000009,4.713017210400482e-10,271,True
sphere,2,zero,pcg64,7,2000010,8.260521049658782e-09,283,True
sphere,2,zero,pcg64,8,2000011,5.3662407821561625e-11,301,True
sphere,2,zero,pcg64,9,2000012,3.0175613792907674e-10,211,True
sphere,2,zero,pcg64,10,2000013,8.037657179161364e-09,313,True
sphere,2,zero,pcg64,11,2000014,3.84744849037271e-09,253,True
sphere,2,zero,pcg64,12,2000015,1.70609835046532e-10,199,True
sphere,2,zero,pcg64,13,2000016,5.93252512948894e-09,307,True
sphere,2,zero,pcg64,14,2000017,2.719457104675695e-09,283,True
sphere,2,zero,pcg64,15,2000018,6.18074623280615e-09,217,True
sphere,2,zero,pcg64,16,2000019,6.467438179111276e-09,277,True
sphere,2,zero,pcg64,17,2000020,3.3569986809412e-10,295,True
sphere,2,zero,pcg64,18,2000021,8.864204429301483e-09,289,True
sphere,2,zero,pcg64,19,2000022,5.729161301097415e-09,247,True
sphere,2,zero,pcg64,20,2000023,6.8218876336116284e-09,319,True
sphere,2,zero,pcg64,21,2000024,6.9636165554085714e-09,241,True
sphere,2,zero,pcg64,22,2000025,8.824032736551037e-09,283,True
sphere,2,zero,pcg64,23,2000026,3.884680479763969e-11,307,True
sphere,2,zero,pcg64,24,2000027,3.034282998948801e-09,325,True
sphere,2,zero,pcg64,25,2000028,4.076454352985782e-09,283,True
sphere,2,zero,pcg64,26,2000029,4.760426342675116e-10,289,True
sphere,2,zero,pcg64,27,2000030,7.287162130200856e-09,247,True
sphere,2,zero,pcg64,28,2000031,2.1095126131058526e-09,247,True
sphere,2,zero,pcg64,29,2000032,6.598176564598672e-09,277,True
sphere,2,zero,pcg64,30,2000033,2.691443156461009e-09,295,True
sphere,2,zero,mt19937,1,2000004,4.9069287023425425e-09,229,True
sphere,2,zero,mt19937,2,2000005,9.860547035518124e-09,271,True
sphere,2,zero,mt19937,3,2000006,3.5952069665459746e-09,265,True
sphere,2,zero,mt19937,4,2000007,5.525165975616492e-09,247,True
sphere,2,zero,mt19937,5,2000008,5.4587500075767726e-09,247,True
sphere,2,zero,mt19937,6,2000009,8.788768778026075e-09,295,True
sphere,2,zero,mt19937,7,2000010,7.552315958716552e-10,307,True
sphere,2,zero,mt19937,8,2000011,1.3390745566620738e-09,307,True
sphere,2,zero,mt19937,9,2000012,5.581783200702849e-09,313,True
sphere,2,zero,mt19937,10,2000013,6.422580741532645e-09,271,True
sphere,2,zero,mt19937,11,2000014,9.044571084371911e-09,301,True
sphere,2,zero,mt19937,12,2000015,7.867027926719912e-09,301,True
sphere,2,zero,mt19937,13,2000016,3.673325243858752e-09,241,True
sphere,2,zero,mt19937,14,2000017,3.2008778697277828e-09,271,True
sphere,2,zero,mt19937,15,2000018,6.882747492175924e-09,277,True
sphere,2,zero,mt19937,16,2000019,8.62516834308478e-09,253,True
sphere,2,zero,mt19937,17,2000020,4.5091135774584605e-09,283,True
sphere,2,zero,mt19937,18,2000021,4.517226377216979e-10,253,True
sphere,2,zero,mt19937,19,2000022,2.6656156686086666e-09,289,True
sphere,2,zero,mt19937,20,2000023,1.5229416535261589e-09,265,True
sphere,2,zero,mt19937,21,2000024,4.635542611253928e-09,277,True
sphere,2,zero,mt19937,22,2000025,4.8134550973574484e-09,259,True
sphere,2,zero,mt19937,23,2000026,3.896418599144401e-10,283,True
sphere,2,zero,mt19937,24,2000027,5.763739681651445e-09,343,True
sphere,2,zero,mt19937,25,2000028,4.671164767951476e-09,253,True
sphere,2,zero,mt19937,26,2000029,1.4402802696727182e-10,253,True
sphere,2,zero,mt19937,27,2000030,4.317985056465999e-09,301,True
sphere,2,zero,mt19937,28,2000031,4.062241128876248e-09,259,True
sphere,2,zero,mt19937,29,2000032,5.243835021488389e-09,295,True
sphere,2,zero,mt19937,30,2000033,6.079944585277809e-09,217,True
sphere,2,random,pcg64,1,2000004,3.0248814368867873e-09,325,True
sphere,2,random,pcg64,2,2000005,3.4559381550449173e-09,283,True
sphere,2,random,pcg64,3,2000006,3.997234118314748e-10,271,True
sphere,2,random,pcg64,4,2000007,5.724530790232743e-09,289,True
sphere,2,random,pcg64,5,2000008,7.296014453470504e-10,265,True
sphere,2,random,pcg64,6,2000009,6.883965952494757e-09,217,True
sphere,2,random,pcg64,7,2000010,8.29202342358188e-09,265,True
sphere,2,random,pcg64,8,2000011,2.002759970387821e-09,295,True
sphere,2,random,pcg64,9,2000012,5.20474112992859e-09,295,True
sphere,2,random,pcg64,10,2000013,3.6440901192794505e-09,313,True
sphere,2,random,pcg64,11,2000014,6.906476064966239e-09,193,True
sphere,2,random,pcg64,12,2000015,5.305095134550189e-09,199,True
sphere,2,random,pcg64,13,2000016,3.9670198741982165e-09,307,True
sphere,2,random,pcg64,14,2000017,2.55919251091198e-09,283,True
sphere,2,random,pcg64,15,2000018,2.3605393513900472e-09,217,True
sphere,2,random,pcg64,16,2000019,7.34139251039675e-09,301,True
sphere,2,random,pcg64,17,2000020,5.487529555240801e-09,307,True
sphere,2,random,pcg64,18,2000021,8.808740691099212e-09,253,True
sphere,2,random,pcg64,19,2000022,1.370230582464067e-09,259,True
sphere,2,random,pcg64,20,2000023,8.385971956640471e-10,301,True
sphere,2,random,pcg64,21,2000024,2.3754741702578637e-09,259,True
sphere,2,random,pcg64,22,2000025,5.778246595964064e-09,253,True
sphere,2,random,pcg64,23,2000026,6.89042572638097e-09,301,True
sphere,2,random,pcg64,24,2000027,4.071844077329028e-09,325,True
sphere,2,random,pcg64,25,2000028,1.5115938728020835e-10,289,True
sphere,2,random,pcg64,26,2000029,8.738930996060348e-09,247,True
sphere,2,random,pcg64,27,2000030,8.912754819025493e-09,247,True
sphere,2,random,pcg64,28,2000031,6.487619319101571e-09,271,True
sphere,2,random,pcg64,29,2000032,4.028320247108611e-09,247,True
sphere,2,random,pcg64,30,2000033,6.363211675971009e-09,283,True
sphere,2,random,mt19937,1,2000004,9.730642051726524e-10,271,True
sphere,2,random,mt19937,2,2000005,3.241534015570399e-09,325,True
sphere,2,random,mt19937,3,2000006,2.1012826885675908e-11,265,True
sphere,2,random,mt19937,4,2000007,8.1852701244372e-09,289,True
sphere,2,random,mt19937,5,2000008,6.215487482207167e-10,265,True
sphere,2,random,mt19937,6,2000009,2.2579588370830408e-09,307,True
sphere,2,random,mt19937,7,2000010,6.58920024038705e-09,295,True
sphere,2,random,mt19937,8,2000011,4.297935127665393e-09,313,True
sphere,2,random,mt19937,9,2000012,2.8609229139994845e-09,289,True
sphere,2,random,mt19937,10,2000013,8.27448791836771e-09,295,True
sphere,2,random,mt19937,11,2000014,8.295174381787179e-09,271,True
sphere,2,random,mt19937,12,2000015,6.427342028458788e-09,271,True
sphere,2,random,mt19937,13,2000016,6.926935602482798e-09,205,True
sphere,2,random,mt19937,14,2000017,9.726905600967788e-09,277,True
sphere,2,random,mt19937,15,2000018,8.189944102941176e-09,259,True
sphere,2,random,mt19937,16,2000019,9.292372706443182e-09,265,True
sphere,2,random,mt19937,17,2000020,9.996363993242552e-09,277,True
sphere,2,random,mt19937,18,2000021,6.390082627918822e-10,253,True
sphere,2,random,mt19937,19,2000022,2.4940371403901413e-09,205,True
sphere,2,random,mt19937,20,2000023,4.198862234350656e-09,289,True
sphere,2,random,mt19937,21,2000024,2.9534800576278357e-09,277,True
sphere,2,random,mt19937,22,2000025,5.843542083881642e-10,301,True
sphere,2,random,mt19937,23,2000026,2.2158924368979415e-10,319,True
sphere,2,random,mt19937,24,2000027,1.497300678670572e-09,289,True
sphere,2,random,mt19937,25,2000028,8.449451342617194e-09,265,True
sphere,2,random,mt19937,26,2000029,7.208877384519796e-09,223,True
sphere,2,random,mt19937,27,2000030,4.868867174998181e-09,265,True
sphere,2,random,mt19937,28,2000031,2.0078756347330026e-09,271,True
sphere,2,random,mt19937,29,2000032,5.381489687096857e-09,283,True
sphere,2,random,mt19937,30,2000033,2.680476845528649e-09,229,True
sphere,10,zero,pcg64,1,2000004,9.976247188599738e-09,1441,True
sphere,10,zero,pcg64,2,2000005,5.19647336900918e-09,1401,True
sphere,10,zero,pcg64,3,2000006,7.63172266958099e-09,1451,True
sphere,10,zero,pcg64,4,2000007,6.493803517218331e-09,1571,True
sphere,10,zero,pcg64,5,2000008,5.568284706868191e-09,1421,True
sphere,10,zero,pcg64,6,2000009,7.711384021003097e-09,1431,True
sphere,10,zero,pcg64,7,2000010,8.388241398813351e-09,1591,True
sphere,10,zero,pcg64,8,2000011,8.470529270810857e-09,1361,True
sphere,10,zero,pcg64,9,2000012,8.426143606213408e-09,1561,True
sphere,10,zero,pcg64,10,2000013,5.2063376390201035e-09,1511,True
sphere,10,zero,pcg64,11,2000014,8.278129706503926e-09,1441,True
sphere,10,zero,pcg64,12,2000015,9.800923938684385e-09,1551,True
sphere,10,zero,pcg64,13,2000016,8.913166649177878e-09,1401,True
sphere,10,zero,pcg64,14,2000017,7.9120618895835e-09,1431,True
sphere,10,zero,pcg64,15,2000018,6.740666922434188e-09,1591,True
sphere,10,zero,pcg64,16,2000019,9.452642684267014e-09,1511,True
sphere,10,zero,pcg64,17,2000020,8.677251690091388e-09,1471,True
sphere,10,zero,pcg64,18,2000021,8.07124565553914e-09,1451,True
sphere,10,zero,pcg64,19,2000022,9.409650243037956e-09,1471,True
sphere,10,zero,pcg64,20,2000023,7.2908808633423685e-09,1401,True
sphere,10,zero,pcg64,21,2000024,7.63198932959458e-09,1371,True
sphere,10,zero,pcg64,22,2000025,4.386806966662316e-09,1421,True
sphere,10,zero,pcg64,23,2000026,9.125179174251825e-09,1481,True
sphere,10,zero,pcg64,24,2000027,8.988314320186438e-09,1511,True
sphere,10,zero,pcg64,25,2000028,8.926027915799878e-09,1501,True
sphere,10,zero,pcg64,26,2000029,8.12021385668014e-09,1521,True
sphere,10,zero,pcg64,27,2000030,8.014305359161525e-09,1461,True
sphere,10,zero,pcg64,28,2000031,9.667092567592534e-09,1711,True
sphere,10,zero,pcg64,29,2000032,9.207360612386472e-09,1491,True
sphere,10,zero,pcg64,30,2000033,2.83072320018354e-09,1421,True
sphere,10,zero,mt19937,1,2000004,9.116991590941698e-09,1581,True
sphere,10,zero,mt19937,2,2000005,7.551416179831689e-09,1451,True
sphere,10,zero,mt19937,3,2000006,7.092894172579181e-09,1541,True
sphere,10,zero,mt19937,4,2000007,8.22521416622773e-09,1471,True
sphere,10,zero,mt19937,5,2000008,2.2139492370575793e-09,1531,True
sphere,10,zero,mt19937,6,2000009,7.272761964892504e-09,1511,True
sphere,10,zero,mt19937,7,2000010,8.82399011068527e-09,1471,True
sphere,10,zero,mt19937,8,2000011,8.783260058148623e-09,1311,True
sphere,10,zero,mt19937,9,2000012,6.691923687654752e-09,1751,True
sphere,10,zero,mt19937,10,2000013,8.422353035005193e-09,1621,True
sphere,10,zero,mt19937,11,2000014,9.736742891929438e-09,1391,True
sphere,10,zero,mt19937,12,2000015,8.995882059108853e-09,1411,True
sphere,10,zero,mt19937,13,2000016,9.40509464519751e-09,1401,True
sphere,10,zero,mt19937,14,2000017,9.203607025403907e-09,1571,True
sphere,10,zero,mt19937,15,2000018,5.63403352132277e-09,1551,True
sphere,10,zero,mt19937,16,2000019,9.080178553036753e-09,1321,True
sphere,10,zero,mt19937,17,2000020,8.082333446485915e-09,1451,True
sphere,10,zero,mt19937,18,2000021,4.2992514472864556e-09,1481,True
sphere,10,zero,mt19937,19,2000022,4.810020722766482e-09,1461,True
sphere,10,zero,mt19937,20,2000023,9.220899479442968e-09,1501,True
sphere,10,zero,mt19937,21,2000024,8.34927671595003e-09,1461,True
sphere,10,zero,mt19937,22,2000025,6.532230530353474e-09,1431,True
sphere,10,zero,mt19937,23,2000026,6.113050761935705e-09,1501,True
sphere,10,zero,mt19937,24,2000027,7.386746517744054e-09,1551,True
sphere,10,zero,mt19937,25,2000028,9.282306739830758e-09,1461,True
sphere,10,zero,mt19937,26,2000029,6.314269886029638e-09,1541,True
sphere,10,zero,mt19937,27,2000030,7.057175227883125e-09,1511,True
sphere,10,zero,mt19937,28,2000031,8.627315563895215e-09,1631,True
sphere,10,zero,mt19937,29,2000032,9.365140399415097e-09,1381,True
sphere,10,zero,mt19937,30,2000033,9.223505285154002e-09,1531,True
sphere,10,random,pcg64,1,2000004,8.952466791715776e-09,1531,True
sphere,10,random,pcg64,2,2000005,5.98241908099671e-09,1401,True
sphere,10,random,pcg64,3,2000006,5.19971686450993e-09,1341,True
sphere,10,random,pcg64,4,2000007,4.887016851787819e-09,1521,True
sphere,10,random,pcg64,5,2000008,7.941302037842396e-09,1531,True
sphere,10,random,pcg64,6,2000009,7.399937011796708e-09,1401,True
sphere,10,random,pcg64,7,2000010,9.335860906857061e-09,1471,True
sphere,10,random,pcg64,8,2000011,5.950769224284247e-09,1501,True
sphere,10,random,pcg64,9,2000012,9.422385649197206e-09,1351,True
sphere,10,random,pcg64,10,2000013,5.1986867934172985e-09,1511,True
sphere,10,random,pcg64,11,2000014,7.634306673967497e-09,1581,True
sphere,10,random,pcg64,12,2000015,4.0542079231091586e-09,1501,True
sphere,10,random,pcg64,13,2000016,8.924657282211887e-09,1471,True
sphere,10,random,pcg64,14,2000017,8.055079503306298e-09,1431,True
sphere,10,random,pcg64,15,2000018,8.823601177478379e-09,1441,True
sphere,10,random,pcg64,16,2000019,9.469775038268531e-09,1491,True
sphere,10,random,pcg64,17,2000020,9.487560075631027e-09,1561,True
sphere,10,random,pcg64,18,2000021,7.181821571981866e-09,1391,True
sphere,10,random,pcg64,19,2000022,8.705220654111224e-09,1471,True
sphere,10,random,pcg64,20,2000023,7.563421646848461e-09,1281,True
sphere,10,random,pcg64,21,2000024,6.143347053299861e-09,1471,True
sphere,10,random,pcg64,22,2000025,4.210101739524484e-09,1321,True
sphere,10,random,pcg64,23,2000026,8.144705539985403e-09,1421,True
sphere,10,random,pcg64,24,2000027,7.707215567663726e-09,1461,True
sphere,10,random,pcg64,25,2000028,6.366659400455525e-09,1541,True
sphere,10,random,pcg64,26,2000029,4.304121773790288e-09,1561,True
sphere,10,random,pcg64,27,2000030,7.061208353242055e-09,1471,True
sphere,10,random,pcg64,28,2000031,8.519464339404243e-09,1531,True
sphere,10,random,pcg64,29,2000032,7.024055132827867e-09,1361,True
sphere,10,random,pcg64,30,2000033,4.79717020085023e-09,1341,True
sphere,10,random,mt19937,1,2000004,9.446599649138122e-09,1421,True
sphere,10,random,mt19937,2,2000005,8.31504947043705e-09,1371,True
sphere,10,random,mt19937,3,2000006,9.821550625865997e-09,1501,True
sphere,10,random,mt19937,4,2000007,8.093330624695827e-09,1581,True
sphere,10,random,mt19937,5,2000008,9.884526284075887e-09,1261,True
sphere,10,random,mt19937,6,2000009,7.835962574975673e-09,1661,True
sphere,10,random,mt19937,7,2000010,6.945923486856376e-09,1551,True
sphere,10,random,mt19937,8,2000011,6.302078919076908e-09,1481,True
sphere,10,random,mt19937,9,2000012,6.740164363857426e-09,1621,True
sphere,10,random,mt19937,10,2000013,5.905396254099576e-09,1621,True
sphere,10,random,mt19937,11,2000014,7.381647374885043e-09,1321,True
sphere,10,random,mt19937,12,2000015,6.8750216803583125e-09,1381,True
sphere,10,random,mt19937,13,2000016,9.796226972328947e-09,1391,True
sphere,10,random,mt19937,14,2000017,9.92463377413482e-09,1531,True
sphere,10,random,mt19937,15,2000018,7.632821738403874e-09,1471,True
sphere,10,random,mt19937,16,2000019,4.254137395899762e-09,1451,True
sphere,10,random,mt19937,17,2000020,9.412409298775142e-09,1601,True
sphere,10,random,mt19937,18,2000021,7.531980959045765e-09,1451,True
sphere,10,random,mt19937,19,2000022,4.383913470465312e-09,1561,True
sphere,10,random,mt19937,20,2000023,7.762484657455127e-09,1581,True
sphere,10,random,mt19937,21,2000024,4.418727151647637e-09,1491,True
sphere,10,random,mt19937,22,2000025,6.410542806707972e-09,1491,True
sphere,10,random,mt19937,23,2000026,5.888588756426034e-09,1441,True
sphere,10,random,mt19937,24,2000027,6.546770150312086e-09,1531,True
sphere,10,random,mt19937,25,2000028,9.846543482251785e-09,1421,True
sphere,10,random,mt19937,26,2000029,9.267051658368732e-09,1461,True
sphere,10,random,mt19937,27,2000030,9.854329911801986e-09,1481,True
sphere,10,random,mt19937,28,2000031,5.984343081560261e-09,1541,True
sphere,10,random,mt19937,29,2000032,9.159481800024803e-09,1381,True
sphere,10,random,mt19937,30,2000033,4.688784567225283e-09,1391,True
sphere,30,zero,pcg64,1,2000004,7.567822944290253e-09,4229,True
sphere,30,zero,pcg64,2,2000005,9.547903549316665e-09,3991,True
sphere,30,zero,pcg64,3,2000006,8.833349208368003e-09,3963,True
sphere,30,zero,pcg64,4,2000007,9.836294270752646e-09,4019,True
sphere,30,zero,pcg64,5,2000008,8.91224684851463e-09,3977,True
sphere,30,zero,pcg64,6,2000009,9.864660974926062e-09,4299,True
sphere,30,zero,pcg64,7,2000010,9.19582997775587e-09,4187,True
sphere,30,zero,pcg64,8,2000011,8.464477639389963e-09,4159,True
sphere,30,zero,pcg64,9,2000012,6.889252418260069e-09,4243,True
sphere,30,zero,pcg64,10,2000013,7.846246815151857e-09,4075,True
sphere,30,zero,pcg64,11,2000014,8.865966467178534e-09,4047,True
sphere,30,zero,pcg64,12,2000015,8.933065433632354e-09,3893,True
sphere,30,zero,pcg64,13,2000016,9.699536577680295e-09,4089,True
sphere,30,zero,pcg64,14,2000017,7.626482288057146e-09,4019,True
sphere,30,zero,pcg64,15,2000018,9.46643322533064e-09,4187,True
sphere,30,zero,pcg64,16,2000019,9.934909969027268e-09,4243,True
sphere,30,zero,pcg64,17,2000020,9.354685930838925e-09,4075,True
sphere,30,zero,pcg64,18,2000021,9.813237852517192e-09,4299,True
sphere,30,zero,pcg64,19,2000022,7.913585520431799e-09,4159,True
sphere,30,zero,pcg64,20,2000023,5.844871479851624e-09,4313,True
sphere,30,zero,pcg64,21,2000024,8.241119825392505e-09,4089,True
sphere,30,zero,pcg64,22,2000025,8.975609886859023e-09,4089,True
sphere,30,zero,pcg64,23,2000026,9.39834938423538e-09,3977,True
sphere,30,zero,pcg64,24,2000027,8.198980042933216e-09,4103,True
sphere,30,zero,pcg64,25,2000028,9.540076495572181e-09,3893,True
sphere,30,zero,pcg64,26,2000029,9.952145057829714e-09,4201,True
sphere,30,zero,pcg64,27,2000030,9.340029531474241e-09,4243,True
sphere,30,zero,pcg64,28,2000031,9.876037275011374e-09,4257,True
sphere,30,zero,pcg64,29,2000032,8.044293582543233e-09,4201,True
sphere,30,zero,pcg64,30,2000033,9.145145669095027e-09,3977,True
sphere,30,zero,mt19937,1,2000004,9.921057116357584e-09,4019,True
sphere,30,zero,mt19937,2,2000005,7.737851416655148e-09,4033,True
sphere,30,zero,mt19937,3,2000006,5.717579998979085e-09,4061,True
sphere,30,zero,mt19937,4,2000007,8.686635148309538e-09,4033,True
sphere,30,zero,mt19937,5,2000008,9.489008639298626e-09,3837,True
sphere,30,zero,mt19937,6,2000009,9.887826310135293e-09,4005,True
sphere,30,zero,mt19937,7,2000010,8.848961811550877e-09,4173,True
sphere,30,zero,mt19937,8,2000011,8.106601302219157e-09,4313,True
sphere,30,zero,mt19937,9,2000012,8.813468302903556e-09,4089,True
sphere,30,zero,mt19937,10,2000013,9.337508795240237e-09,3907,True
sphere,30,zero,mt19937,11,2000014,9.96004645276919e-09,4201,True
sphere,30,zero,mt19937,12,2000015,9.454932519722526e-09,4299,True
sphere,30,zero,mt19937,13,2000016,8.556224857117368e-09,4159,True
sphere,30,zero,mt19937,14,2000017,9.868587637378062e-09,3963,True
sphere,30,zero,mt19937,15,2000018,9.975005578735159e-09,4145,True
sphere,30,zero,mt19937,16,2000019,8.321877567385612e-09,4103,True
sphere,30,zero,mt19937,17,2000020,9.987245967197565e-09,3781,True
sphere,30,zero,mt19937,18,2000021,9.627910534860867e-09,4103,True
sphere,30,zero,mt19937,19,2000022,9.198824120352505e-09,4355,True
sphere,30,zero,mt19937,20,2000023,8.752382004772174e-09,4089,True
sphere,30,zero,mt19937,21,2000024,9.391582918806132e-09,4271,True
sphere,30,zero,mt19937,22,2000025,7.712858085014414e-09,4145,True
sphere,30,zero,mt19937,23,2000026,9.219345983575332e-09,4173,True
sphere,30,zero,mt19937,24,2000027,9.566757144256271e-09,4033,True
sphere,30,zero,mt19937,25,2000028,9.480106803115821e-09,3977,True
sphere,30,zero,mt19937,26,2000029,9.135887504916434e-09,3921,True
sphere,30,zero,mt19937,27,2000030,7.76883905745048e-09,4257,True
sphere,30,zero,mt19937,28,2000031,9.834124899975313e-09,4215,True
sphere,30,zero,mt19937,29,2000032,9.884081632330317e-09,4131,True
sphere,30,zero,mt19937,30,2000033,9.242240749013699e-09,4131,True
sphere,30,random,pcg64,1,2000004,9.046740134134418e-09,4089,True
sphere,30,random,pcg64,2,2000005,8.322836669310582e-09,4075,True
sphere,30,random,pcg64,3,2000006,9.956637406582046e-09,4215,True
sphere,30,random,pcg64,4,2000007,5.793097962572396e-09,3865,True
sphere,30,random,pcg64,5,2000008,9.458043176774704e-09,3963,True
sphere,30,random,pcg64,6,2000009,7.93078966816798e-09,4243,True
sphere,30,random,pcg64,7,2000010,6.7409694139164775e-09,4187,True
sphere,30,random,pcg64,8,2000011,9.919431339982916e-09,3921,True
sphere,30,random,pcg64,9,2000012,8.531176861563442e-09,4103,True
sphere,30,random,pcg64,10,2000013,7.862263957568281e-09,4033,True
sphere,30,random,pcg64,11,2000014,9.36842847858974e-09,4159,True
sphere,30,random,pcg64,12,2000015,8.735247994381516e-09,4131,True
sphere,30,random,pcg64,13,2000016,8.193363059308182e-09,4061,True
sphere,30,random,pcg64,14,2000017,9.377925033673693e-09,3921,True
sphere,30,random,pcg64,15,2000018,9.835005705906434e-09,3935,True
sphere,30,random,pcg64,16,2000019,9.872697449322953e-09,4243,True
sphere,30,random,pcg64,17,2000020,9.506940498752914e-09,4187,True
sphere,30,random,pcg64,18,2000021,9.31609388700184e-09,3949,True
sphere,30,random,pcg64,19,2000022,9.255118722406295e-09,4173,True
sphere,30,random,pcg64,20,2000023,9.659707537086957e-09,4103,True
sphere,30,random,pcg64,21,2000024,9.200445195440328e-09,3865,True
sphere,30,random,pcg64,22,2000025,7.987890059629668e-09,4103,True
sphere,30,random,pcg64,23,2000026,8.646266738720519e-09,3977,True
sphere,30,random,pcg64,24,2000027,8.46240349106368e-09,4103,True
sphere,30,random,pcg64,25,2000028,9.084084668289096e-09,4047,True
sphere,30,random,pcg64,26,2000029,9.265686361477558e-09,4201,True
sphere,30,random,pcg64,27,2000030,8.717370685788485e-09,4299,True
sphere,30,random,pcg64,28,2000031,7.809822487000592e-09,4033,True
sphere,30,random,pcg64,29,2000032,9.532793313841707e-09,4131,True
sphere,30,random,pcg64,30,2000033,9.81530882737363e-09,4005,True
sphere,30,random,mt19937,1,2000004,8.886568646387545e-09,4187,True
sphere,30,random,mt19937,2,2000005,8.219801352406188e-09,4047,True
sphere,30,random,mt19937,3,2000006,9.74933134470667e-09,4103,True
sphere,30,random,mt19937,4,2000007,6.71399257231508e-09,4061,True
sphere,30,random,mt19937,5,2000008,7.203571333590059e-09,4173,True
sphere,30,random,mt19937,6,2000009,9.110156183524877e-09,4089,True
sphere,30,random,mt19937,7,2000010,8.896145593772168e-09,4131,True
sphere,30,random,mt19937,8,2000011,9.61493380710854e-09,4341,True
sphere,30,random,mt19937,9,2000012,8.455697522690505e-09,4159,True
sphere,30,random,mt19937,10,2000013,9.148751420324883e-09,4019,True
sphere,30,random,mt19937,11,2000014,6.559398806229934e-09,4075,True
sphere,30,random,mt19937,12,2000015,8.132779589067084e-09,4033,True
sphere,30,random,mt19937,13,2000016,8.978306749862659e-09,4103,True
sphere,30,random,mt19937,14,2000017,8.539632321887106e-09,4187,True
sphere,30,random,mt19937,15,2000018,9.524218078273674e-09,4215,True
sphere,30,random,mt19937,16,2000019,9.22437666621412e-09,4019,True
sphere,30,random,mt19937,17,2000020,7.952059936767124e-09,3823,True
sphere,30,random,mt19937,18,2000021,9.970787386387116e-09,4061,True
sphere,30,random,mt19937,19,2000022,8.618598318073293e-09,4061,True
sphere,30,random,mt19937,20,2000023,7.0185874388700126e-09,4355,True
sphere,30,random,mt19937,21,2000024,8.074233862541242e-09,3991,True
sphere,30,random,mt19937,22,2000025,6.8234042838604315e-09,4089,True
sphere,30,random,mt19937,23,2000026,8.003108245130362e-09,3991,True
sphere,30,random,mt19937,24,2000027,8.27584833024916e-09,4145,True
sphere,30,random,mt19937,25,2000028,9.516983019387037e-09,4075,True
sphere,30,random,mt19937,26,2000029,9.992144286128597e-09,4187,True
sphere,30,random,mt19937,27,2000030,9.11242635362454e-09,4075,True
sphere,30,random,mt19937,28,2000031,7.3525712331404175e-09,4131,True
sphere,30,random,mt19937,29,2000032,7.315111585674301e-09,4131,True
sphere,30,random,mt19937,30,2000033,7.418877515981476e-09,4047,True
rosenbrock,2,zero,pcg64,1,2000004,6.632933187893626e-09,421,True
rosenbrock,2,zero,pcg64,2,2000005,3.989113091748831e-09,511,True
rosenbrock,2,zero,pcg64,3,2000006,6.7734614854262484e-09,595,True
rosenbrock,2,zero,pcg64,4,2000007,7.255775709455591e-09,649,True
rosenbrock,2,zero,pcg64,5,2000008,3.7306917799882575e-09,349,True
rosenbrock,2,zero,pcg64,6,2000009,2.4464311811535626e-09,463,True
rosenbrock,2,zero,pcg64,7,2000010,2.7418392794634553e-09,667,True
rosenbrock,2,zero,pcg64,8,2000011,7.121775717413325e-09,1219,True
rosenbrock,2,zero,pcg64,9,2000012,4.062966631019219e-09,427,True
rosenbrock,2,zero,pcg64,10,2000013,7.2434819762948306e-09,691,True
rosenbrock,2,zero,pcg64,11,2000014,8.909150065625446e-09,661,True
rosenbrock,2,zero,pcg64,12,2000015,6.228625016955449e-09,1129,True
rosenbrock,2,zero,pcg64,13,2000016,2.4575323283054193e-09,889,True
rosenbrock,2,zero,pcg64,14,2000017,1.7530344340755904e-09,829,True
rosenbrock,2,zero,pcg64,15,2000018,9.764965148675194e-09,595,True
rosenbrock,2,zero,pcg64,16,2000019,2.122892751836861e-09,475,True
rosenbrock,2,zero,pcg64,17,2000020,3.5476622634563353e-10,793,True
rosenbrock,2,zero,pcg64,18,2000021,8.791522285590994e-09,709,True
rosenbrock,2,zero,pcg64,19,2000022,2.7510556413773486e-09,1171,True
rosenbrock,2,zero,pcg64,20,2000023,1.5329017668495008e-09,661,True
rosenbrock,2,zero,pcg64,21,2000024,3.457873185694563e-09,601,True
rosenbrock,2,zero,pcg64,22,2000025,2.4079348090598258e-09,403,True
rosenbrock,2,zero,pcg64,23,2000026,8.604066678194122e-11,397,True
rosenbrock,2,zero,pcg64,24,2000027,1.8767004562912277e-09,523,True
rosenbrock,2,zero,pcg64,25,2000028,8.853048409124815e-09,451,True
rosenbrock,2,zero,pcg64,26,2000029,1.674554298931976e-09,619,True
rosenbrock,2,zero,pcg64,27,2000030,7.076221699911024e-09,559,True
rosenbrock,2,zero,pcg64,28,2000031,2.420350446980237e-09,775,True
rosenbrock,2,zero,pcg64,29,2000032,7.271963645975744e-09,709,True
rosenbrock,2,zero,pcg64,30,2000033,7.691986047447072e-09,877,True
rosenbrock,2,zero,mt19937,1,2000004,9.298710202833214e-09,607,True
rosenbrock,2,zero,mt19937,2,2000005,5.696477181638211e-09,775,True
