function,dimension,p_sigma_mode,initial_sigma,seed,best_f,evaluations,reached_target
ackley,10,random,0.1,1,8.656388647115344,20001,False
ackley,10,random,0.1,2,8.101252298303663,20001,False
ackley,10,random,0.1,3,8.451671643776933,20001,False
ackley,10,random,0.1,4,1.155148502709825,20001,False
ackley,10,random,0.1,5,9.550641533291278,20001,False
ackley,10,random,0.1,6,7.717823234678951,20001,False
ackley,10,random,0.1,7,9.285002463477797,20001,False
ackley,10,random,0.1,8,8.451651481762166,20001,False
ackley,10,random,0.1,9,9.614468201710302,20001,False
ackley,10,random,0.1,10,9.285002463477797,20001,False
ackley,10,random,0.3,1,9.176297499635666e-09,2871,True
ackley,10,random,0.3,2,7.4389956417064695e-09,2991,True
ackley,10,random,0.3,3,9.93629400980467e-09,2981,True
ackley,10,random,0.3,4,7.596753892613606e-09,2761,True
ackley,10,random,0.3,5,7.49825845858254e-09,2761,True
ackley,10,random,0.3,6,8.115787597517965e-09,2851,True
ackley,10,random,0.3,7,9.792803457031596e-09,2861,True
ackley,10,random,0.3,8,8.417768260216008e-09,2721,True
ackley,10,random,0.3,9,9.174489168373157e-09,2971,True
ackley,10,random,0.3,10,1.155148502709825,20001,False
ackley,10,random,0.5,1,9.585733540262709e-09,2801,True
ackley,10,random,0.5,2,7.499963761148365e-09,2841,True
ackley,10,random,0.5,3,8.627062175747824e-09,2591,True
ackley,10,random,0.5,4,9.513968723950939e-09,2791,True
ackley,10,random,0.5,5,9.88389858846972e-09,2821,True
ackley,10,random,0.5,6,9.687653790280137e-09,2771,True
ackley,10,random,0.5,7,9.522683530605036e-09,2951,True
ackley,10,random,0.5,8,9.603610795494433e-09,2811,True
ackley,10,random,0.5,9,9.166087000522793e-09,2921,True
ackley,10,random,0.5,10,9.620503949037129e-09,2951,True
ackley,10,random,1.0,1,5.282430937114668e-09,2651,True
ackley,10,random,1.0,2,8.42350589280727e-09,2701,True
ackley,10,random,1.0,3,8.271584750474403e-09,2641,True
ackley,10,random,1.0,4,8.175842669544409e-09,2841,True
ackley,10,random,1.0,5,8.156118003199708e-09,2831,True
ackley,10,random,1.0,6,8.532009321271516e-09,2701,True
ackley,10,random,1.0,7,7.949485070213314e-09,2681,True
ackley,10,random,1.0,8,5.271630687531115e-09,2841,True
ackley,10,random,1.0,9,1.155148502709825,20001,False
ackley,10,random,1.0,10,7.816197911125755e-09,2961,True
ackley,10,random,2.0,1,1.155148502709825,20001,False
ackley,10,random,2.0,2,9.479098839193512e-09,2661,True
ackley,10,random,2.0,3,9.608190243426407e-09,2751,True
ackley,10,random,2.0,4,8.463900247335232e-09,2621,True
ackley,10,random,2.0,5,5.3610311745444506e-09,2921,True
ackley,10,random,2.0,6,9.382688848091902e-09,2801,True
ackley,10,random,2.0,7,9.042164794692553e-09,2551,True
ackley,10,random,2.0,8,9.441582182745378e-09,2731,True
ackley,10,random,2.0,9,9.404570011639635e-09,2921,True
ackley,10,random,2.0,10,8.873012991017504e-09,2761,True
ackley,10,random,5.0,1,9.355958230372607e-09,2701,True
ackley,10,random,5.0,2,9.855110949530399e-09,2801,True
ackley,10,random,5.0,3,9.343644524761885e-09,2921,True
ackley,10,random,5.0,4,8.229811943039067e-09,2811,True
ackley,10,random,5.0,5,7.91244092468446e-09,2831,True
ackley,10,random,5.0,6,9.642406428866934e-09,2871,True
ackley,10,random,5.0,7,8.776148252565008e-09,2701,True
ackley,10,random,5.0,8,7.713808702902725e-09,2571,True
ackley,10,random,5.0,9,9.727344707499697e-09,2971,True
ackley,10,random,5.0,10,8.86052520243652e-09,2771,True
